travelCode,userCode,name,place,days,price,total,date
101054,1003,Hotel BP,Brasilia (DF),3,247.62,742.86,07/28/2022
101058,1003,Hotel BD,Natal (RN),1,242.88,242.88,08/25/2022
101059,1003,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/01/2022
101065,1003,Hotel AU,Recife (PE),3,312.83,938.49,10/13/2022
101069,1003,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/10/2022
101074,1003,Hotel K,Salvador (BH),2,263.41,526.82,12/15/2022
101080,1003,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/26/2023
101084,1003,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/23/2023
101087,1003,Hotel Z,Aracaju (SE),4,208.04,832.16,03/16/2023
101088,1003,Hotel BD,Natal (RN),1,242.88,242.88,03/23/2023
101090,1003,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/06/2023
101092,1003,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/20/2023
101095,1004,Hotel BD,Natal (RN),1,242.88,242.88,10/10/2019
101099,1004,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/07/2019
101103,1004,Hotel BP,Brasilia (DF),4,247.62,990.48,12/05/2019
101105,1004,Hotel K,Salvador (BH),2,263.41,526.82,12/19/2019
101112,1004,Hotel BD,Natal (RN),4,242.88,971.52,02/06/2020
101114,1004,Hotel AU,Recife (PE),4,312.83,1251.32,02/20/2020
101116,1004,Hotel BP,Brasilia (DF),2,247.62,495.24,03/05/2020
101131,1004,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/18/2020
101132,1004,Hotel BD,Natal (RN),4,242.88,971.52,06/25/2020
101133,1004,Hotel BP,Brasilia (DF),2,247.62,495.24,07/02/2020
101137,1004,Hotel BP,Brasilia (DF),3,247.62,742.86,07/30/2020
101139,1004,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/13/2020
101141,1004,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/27/2020
101142,1004,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/03/2020
101144,1004,Hotel BP,Brasilia (DF),2,247.62,495.24,09/17/2020
101145,1004,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/24/2020
101149,1004,Hotel AU,Recife (PE),4,312.83,1251.32,10/22/2020
101154,1004,Hotel BP,Brasilia (DF),4,247.62,990.48,11/26/2020
101161,1004,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/14/2021
101167,1004,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/25/2021
101168,1004,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/04/2021
101169,1004,Hotel BP,Brasilia (DF),3,247.62,742.86,03/11/2021
101171,1004,Hotel K,Salvador (BH),4,263.41,1053.64,03/25/2021
101179,1004,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/20/2021
101186,1004,Hotel Z,Aracaju (SE),1,208.04,208.04,07/08/2021
101188,1004,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/22/2021
101195,1004,Hotel Z,Aracaju (SE),4,208.04,832.16,09/09/2021
101196,1004,Hotel BD,Natal (RN),4,242.88,971.52,09/16/2021
101197,1004,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/23/2021
101199,1004,Hotel Z,Aracaju (SE),3,208.04,624.12,10/07/2021
101201,1004,Hotel K,Salvador (BH),4,263.41,1053.64,10/21/2021
101203,1004,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/04/2021
101204,1004,Hotel AU,Recife (PE),2,312.83,625.66,11/11/2021
101208,1004,Hotel Z,Aracaju (SE),2,208.04,416.08,12/09/2021
101209,1004,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/16/2021
101213,1004,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/13/2022
101214,1004,Hotel BP,Brasilia (DF),2,247.62,495.24,01/20/2022
101221,1004,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/10/2022
101224,1004,Hotel BD,Natal (RN),1,242.88,242.88,03/31/2022
101226,1004,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/14/2022
101228,1004,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/28/2022
101229,1004,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/05/2022
101230,1004,Hotel K,Salvador (BH),1,263.41,263.41,05/12/2022
101231,1004,Hotel BD,Natal (RN),4,242.88,971.52,05/19/2022
101235,1004,Hotel BP,Brasilia (DF),1,247.62,247.62,06/16/2022
101239,1004,Hotel AU,Recife (PE),3,312.83,938.49,07/14/2022
101241,1004,Hotel BP,Brasilia (DF),3,247.62,742.86,07/28/2022
101243,1004,Hotel Z,Aracaju (SE),2,208.04,416.08,08/11/2022
101245,1004,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/25/2022
101247,1004,Hotel K,Salvador (BH),3,263.41,790.23,09/08/2022
101250,1004,Hotel BP,Brasilia (DF),1,247.62,247.62,09/29/2022
101252,1004,Hotel K,Salvador (BH),1,263.41,263.41,10/13/2022
101253,1004,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/20/2022
101267,1004,Hotel K,Salvador (BH),4,263.41,1053.64,01/26/2023
101270,1004,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/16/2023
101273,1004,Hotel BP,Brasilia (DF),1,247.62,247.62,03/09/2023
101275,1004,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/23/2023
101277,1004,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/06/2023
101279,1004,Hotel BD,Natal (RN),3,242.88,728.64,04/20/2023
101280,1004,Hotel BP,Brasilia (DF),2,247.62,495.24,04/27/2023
101287,1004,Hotel K,Salvador (BH),2,263.41,526.82,06/15/2023
101291,1005,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/26/2019
101294,1005,Hotel BD,Natal (RN),4,242.88,971.52,10/17/2019
101296,1005,Hotel Z,Aracaju (SE),2,208.04,416.08,10/31/2019
101299,1005,Hotel AU,Recife (PE),2,312.83,625.66,11/21/2019
101300,1005,Hotel BD,Natal (RN),2,242.88,485.76,11/28/2019
101302,1005,Hotel BD,Natal (RN),4,242.88,971.52,12/12/2019
101307,1005,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/16/2020
101311,1005,Hotel AU,Recife (PE),4,312.83,1251.32,02/13/2020
101312,1005,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/20/2020
101313,1005,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/27/2020
101316,1005,Hotel BP,Brasilia (DF),3,247.62,742.86,03/19/2020
101317,1005,Hotel BD,Natal (RN),3,242.88,728.64,03/26/2020
101321,1005,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/23/2020
101325,1005,Hotel BP,Brasilia (DF),2,247.62,495.24,05/21/2020
101327,1005,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/04/2020
101330,1005,Hotel K,Salvador (BH),3,263.41,790.23,06/25/2020
101331,1005,Hotel K,Salvador (BH),4,263.41,1053.64,07/02/2020
101333,1005,Hotel BD,Natal (RN),1,242.88,242.88,07/16/2020
101338,1005,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/20/2020
101349,1005,Hotel K,Salvador (BH),2,263.41,526.82,11/05/2020
101354,1005,Hotel K,Salvador (BH),4,263.41,1053.64,12/10/2020
101356,1005,Hotel K,Salvador (BH),4,263.41,1053.64,12/24/2020
101360,1005,Hotel BP,Brasilia (DF),3,247.62,742.86,01/21/2021
101366,1005,Hotel BD,Natal (RN),1,242.88,242.88,03/04/2021
101369,1005,Hotel BP,Brasilia (DF),2,247.62,495.24,03/25/2021
101371,1005,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/08/2021
101377,1005,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/20/2021
101378,1005,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/27/2021
101382,1005,Hotel BD,Natal (RN),2,242.88,485.76,06/24/2021
101386,1005,Hotel BD,Natal (RN),2,242.88,485.76,07/22/2021
101388,1005,Hotel BP,Brasilia (DF),3,247.62,742.86,08/05/2021
101393,1005,Hotel AU,Recife (PE),3,312.83,938.49,09/09/2021
101396,1005,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/30/2021
101402,1005,Hotel BP,Brasilia (DF),3,247.62,742.86,11/11/2021
101414,1005,Hotel K,Salvador (BH),4,263.41,1053.64,02/03/2022
101416,1005,Hotel BP,Brasilia (DF),1,247.62,247.62,02/17/2022
101418,1005,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/03/2022
101419,1005,Hotel AU,Recife (PE),4,312.83,1251.32,03/10/2022
101424,1005,Hotel BP,Brasilia (DF),4,247.62,990.48,04/14/2022
101425,1005,Hotel BP,Brasilia (DF),4,247.62,990.48,04/21/2022
101427,1005,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/05/2022
101428,1005,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/12/2022
101429,1005,Hotel Z,Aracaju (SE),4,208.04,832.16,05/19/2022
101432,1005,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/09/2022
101433,1005,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/16/2022
101437,1005,Hotel K,Salvador (BH),2,263.41,526.82,07/14/2022
101442,1005,Hotel K,Salvador (BH),3,263.41,790.23,08/18/2022
101444,1005,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/01/2022
101447,1005,Hotel AU,Recife (PE),3,312.83,938.49,09/22/2022
101450,1005,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/13/2022
101451,1005,Hotel AU,Recife (PE),3,312.83,938.49,10/20/2022
101452,1005,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/27/2022
101456,1005,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/24/2022
101457,1005,Hotel K,Salvador (BH),3,263.41,790.23,12/01/2022
101458,1005,Hotel K,Salvador (BH),4,263.41,1053.64,12/08/2022
101477,1006,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/14/2019
101481,1006,Hotel Z,Aracaju (SE),4,208.04,832.16,12/12/2019
101485,1006,Hotel Z,Aracaju (SE),3,208.04,624.12,01/09/2020
101486,1006,Hotel Z,Aracaju (SE),2,208.04,416.08,01/16/2020
101491,1006,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/20/2020
101498,1006,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/09/2020
101508,1006,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/18/2020
101512,1007,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019
101518,1007,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/14/2019
101521,1007,Hotel BD,Natal (RN),3,242.88,728.64,12/05/2019
101528,1007,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020
101529,1007,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/30/2020
101530,1007,Hotel AU,Recife (PE),1,312.83,312.83,02/06/2020
101533,1007,Hotel BP,Brasilia (DF),3,247.62,742.86,02/27/2020
101551,1007,Hotel Z,Aracaju (SE),4,208.04,832.16,07/02/2020
101554,1007,Hotel AU,Recife (PE),2,312.83,625.66,07/23/2020
101555,1007,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/30/2020
101556,1007,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/06/2020
101557,1007,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/13/2020
101562,1007,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/17/2020
101565,1007,Hotel BP,Brasilia (DF),4,247.62,990.48,10/08/2020
101576,1007,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/24/2020
101581,1008,Hotel BD,Natal (RN),3,242.88,728.64,10/03/2019
101589,1008,Hotel AU,Recife (PE),4,312.83,1251.32,11/28/2019
101590,1008,Hotel BP,Brasilia (DF),1,247.62,247.62,12/05/2019
101594,1008,Hotel AU,Recife (PE),4,312.83,1251.32,01/02/2020
101600,1008,Hotel K,Salvador (BH),4,263.41,1053.64,02/13/2020
101606,1008,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020
101607,1008,Hotel K,Salvador (BH),4,263.41,1053.64,04/02/2020
101608,1008,Hotel K,Salvador (BH),2,263.41,526.82,04/09/2020
101610,1008,Hotel BD,Natal (RN),2,242.88,485.76,04/23/2020
101621,1008,Hotel BP,Brasilia (DF),2,247.62,495.24,07/09/2020
101626,1008,Hotel BD,Natal (RN),4,242.88,971.52,08/13/2020
101629,1008,Hotel BP,Brasilia (DF),2,247.62,495.24,09/03/2020
101630,1008,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/10/2020
101632,1008,Hotel BP,Brasilia (DF),2,247.62,495.24,09/24/2020
101634,1008,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/08/2020
101639,1008,Hotel K,Salvador (BH),2,263.41,526.82,11/12/2020
101640,1008,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/19/2020
101643,1008,Hotel BD,Natal (RN),3,242.88,728.64,12/10/2020
101644,1008,Hotel K,Salvador (BH),1,263.41,263.41,12/17/2020
101650,1009,Hotel AU,Recife (PE),1,312.83,312.83,10/10/2019
101652,1009,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/24/2019
101660,1009,Hotel AU,Recife (PE),3,312.83,938.49,12/19/2019
101662,1009,Hotel BD,Natal (RN),4,242.88,971.52,01/02/2020
101664,1009,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/16/2020
101666,1009,Hotel AU,Recife (PE),1,312.83,312.83,01/30/2020
101668,1009,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/13/2020
101678,1009,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/23/2020
101679,1009,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/30/2020
101682,1009,Hotel AU,Recife (PE),3,312.83,938.49,05/21/2020
101685,1009,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/11/2020
101690,1009,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/16/2020
101694,1009,Hotel BD,Natal (RN),3,242.88,728.64,08/13/2020
101695,1009,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/20/2020
101697,1009,Hotel BP,Brasilia (DF),2,247.62,495.24,09/03/2020
101702,1009,Hotel AU,Recife (PE),1,312.83,312.83,10/08/2020
101706,1009,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/05/2020
101712,1009,Hotel Z,Aracaju (SE),2,208.04,416.08,12/17/2020
101714,1009,Hotel Z,Aracaju (SE),3,208.04,624.12,12/31/2020
101717,1009,Hotel Z,Aracaju (SE),2,208.04,416.08,01/21/2021
101720,1009,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/11/2021
101723,1009,Hotel BD,Natal (RN),2,242.88,485.76,03/04/2021
101729,1009,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/15/2021
101732,1009,Hotel BD,Natal (RN),3,242.88,728.64,05/06/2021
101734,1009,Hotel K,Salvador (BH),4,263.41,1053.64,05/20/2021
101737,1009,Hotel BP,Brasilia (DF),3,247.62,742.86,06/10/2021
101738,1009,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/17/2021
101739,1009,Hotel K,Salvador (BH),3,263.41,790.23,06/24/2021
101740,1009,Hotel Z,Aracaju (SE),2,208.04,416.08,07/01/2021
101745,1009,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/05/2021
101747,1009,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/19/2021
101752,1009,Hotel BP,Brasilia (DF),2,247.62,495.24,09/23/2021
101754,1009,Hotel Z,Aracaju (SE),4,208.04,832.16,10/07/2021
101757,1009,Hotel BP,Brasilia (DF),2,247.62,495.24,10/28/2021
101766,1009,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/30/2021
101768,1009,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/13/2022
101769,1009,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/20/2022
101772,1009,Hotel Z,Aracaju (SE),2,208.04,416.08,02/10/2022
101774,1009,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/24/2022
101777,1009,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/17/2022
101784,1009,Hotel Z,Aracaju (SE),1,208.04,208.04,05/05/2022
101790,1009,Hotel K,Salvador (BH),2,263.41,526.82,06/16/2022
101795,1009,Hotel AU,Recife (PE),4,312.83,1251.32,07/21/2022
101798,1009,Hotel BD,Natal (RN),4,242.88,971.52,08/11/2022
101799,1009,Hotel AU,Recife (PE),2,312.83,625.66,08/18/2022
101807,1010,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/10/2019
101809,1010,Hotel BD,Natal (RN),4,242.88,971.52,10/24/2019
101810,1010,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/31/2019
101811,1010,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/07/2019
101812,1010,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/14/2019
101813,1010,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/21/2019
101814,1010,Hotel BP,Brasilia (DF),4,247.62,990.48,11/28/2019
101817,1010,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/19/2019
101818,1010,Hotel BP,Brasilia (DF),3,247.62,742.86,12/26/2019
101820,1010,Hotel AU,Recife (PE),2,312.83,625.66,01/09/2020
101822,1010,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020
101827,1010,Hotel BD,Natal (RN),1,242.88,242.88,02/27/2020
101836,1010,Hotel Z,Aracaju (SE),1,208.04,208.04,04/30/2020
101839,1011,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/03/2019
101841,1011,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/17/2019
101844,1011,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/07/2019
101851,1011,Hotel AU,Recife (PE),1,312.83,312.83,12/26/2019
101854,1011,Hotel AU,Recife (PE),1,312.83,312.83,01/16/2020
101870,1011,Hotel BD,Natal (RN),1,242.88,242.88,05/07/2020
101873,1011,Hotel Z,Aracaju (SE),2,208.04,416.08,05/28/2020
101875,1011,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/11/2020
101876,1011,Hotel BD,Natal (RN),4,242.88,971.52,06/18/2020
101878,1011,Hotel BP,Brasilia (DF),4,247.62,990.48,07/02/2020
101880,1011,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/16/2020
101881,1011,Hotel K,Salvador (BH),4,263.41,1053.64,07/23/2020
101885,1011,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/20/2020
101889,1011,Hotel Z,Aracaju (SE),2,208.04,416.08,09/17/2020
101890,1011,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/24/2020
101891,1011,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/01/2020
101893,1011,Hotel BP,Brasilia (DF),3,247.62,742.86,10/15/2020
101894,1011,Hotel BD,Natal (RN),1,242.88,242.88,10/22/2020
101902,1011,Hotel Z,Aracaju (SE),3,208.04,624.12,12/17/2020
101907,1011,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/21/2021
101908,1011,Hotel Z,Aracaju (SE),2,208.04,416.08,01/28/2021
101915,1011,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/18/2021
101918,1011,Hotel AU,Recife (PE),3,312.83,938.49,04/08/2021
101920,1011,Hotel K,Salvador (BH),4,263.41,1053.64,04/22/2021
101923,1011,Hotel BP,Brasilia (DF),2,247.62,495.24,05/13/2021
101925,1011,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/27/2021
101928,1011,Hotel Z,Aracaju (SE),1,208.04,208.04,06/17/2021
101929,1011,Hotel Z,Aracaju (SE),3,208.04,624.12,06/24/2021
101930,1011,Hotel AU,Recife (PE),2,312.83,625.66,07/01/2021
101933,1011,Hotel AU,Recife (PE),1,312.83,312.83,07/22/2021
101938,1011,Hotel AU,Recife (PE),1,312.83,312.83,08/26/2021
101942,1011,Hotel K,Salvador (BH),3,263.41,790.23,09/23/2021
101959,1011,Hotel Z,Aracaju (SE),4,208.04,832.16,01/20/2022
101960,1011,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/27/2022
101963,1011,Hotel Z,Aracaju (SE),1,208.04,208.04,02/17/2022
101966,1011,Hotel BD,Natal (RN),1,242.88,242.88,03/10/2022
101970,1011,Hotel AU,Recife (PE),1,312.83,312.83,04/07/2022
101972,1011,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/21/2022
101973,1011,Hotel AU,Recife (PE),3,312.83,938.49,04/28/2022
101974,1011,Hotel Z,Aracaju (SE),2,208.04,416.08,05/05/2022
101978,1011,Hotel BP,Brasilia (DF),3,247.62,742.86,06/02/2022
101982,1011,Hotel Z,Aracaju (SE),4,208.04,832.16,06/30/2022
101983,1011,Hotel AU,Recife (PE),3,312.83,938.49,07/07/2022
101987,1011,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/04/2022
101988,1011,Hotel AU,Recife (PE),4,312.83,1251.32,08/11/2022
101994,1011,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/22/2022
101996,1011,Hotel K,Salvador (BH),4,263.41,1053.64,10/06/2022
101997,1011,Hotel BP,Brasilia (DF),1,247.62,247.62,10/13/2022
102000,1011,Hotel BP,Brasilia (DF),4,247.62,990.48,11/03/2022
