travelCode,userCode,name,place,days,price,total,date
67084,651,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/21/2020
67087,651,Hotel BD,Natal (RN),2,242.88,485.76,06/11/2020
67091,651,Hotel K,Salvador (BH),3,263.41,790.23,07/09/2020
67093,651,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/23/2020
67097,651,Hotel BW,Campo Grande (MS),1,60.39,60.39,08/20/2020
67103,651,Hotel A,Florianopolis (SC),1,313.02,313.02,10/01/2020
67106,651,Hotel BD,Natal (RN),4,242.88,971.52,10/22/2020
67109,651,Hotel K,Salvador (BH),3,263.41,790.23,11/12/2020
67111,651,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/26/2020
67121,651,Hotel Z,Aracaju (SE),3,208.04,624.12,02/04/2021
67123,651,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/18/2021
67124,651,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/25/2021
67125,651,Hotel K,Salvador (BH),3,263.41,790.23,03/04/2021
67129,651,Hotel BD,Natal (RN),2,242.88,485.76,04/01/2021
67130,651,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/08/2021
67134,651,Hotel BD,Natal (RN),2,242.88,485.76,05/06/2021
67155,651,Hotel BD,Natal (RN),3,242.88,728.64,09/30/2021
67156,651,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/07/2021
67157,651,Hotel K,Salvador (BH),3,263.41,790.23,10/14/2021
67160,651,Hotel BP,Brasilia (DF),1,247.62,247.62,11/04/2021
67161,651,Hotel BP,Brasilia (DF),2,247.62,495.24,11/11/2021
67163,651,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/25/2021
67167,651,Hotel K,Salvador (BH),3,263.41,790.23,12/23/2021
67168,651,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/30/2021
67178,651,Hotel BD,Natal (RN),2,242.88,485.76,03/10/2022
67184,651,Hotel BP,Brasilia (DF),1,247.62,247.62,04/21/2022
67187,651,Hotel A,Florianopolis (SC),1,313.02,313.02,05/12/2022
67188,651,Hotel A,Florianopolis (SC),2,313.02,626.04,05/19/2022
67190,651,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/02/2022
67193,651,Hotel BD,Natal (RN),3,242.88,728.64,06/23/2022
67197,651,Hotel BP,Brasilia (DF),3,247.62,742.86,07/21/2022
67198,651,Hotel A,Florianopolis (SC),1,313.02,313.02,07/28/2022
67207,651,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/29/2022
67208,651,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/06/2022
67227,651,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/16/2023
67231,651,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/16/2023
67232,651,Hotel AU,Recife (PE),4,312.83,1251.32,03/23/2023
67233,651,Hotel AU,Recife (PE),2,312.83,625.66,03/30/2023
67239,652,Hotel Z,Aracaju (SE),3,208.04,624.12,09/26/2019
67240,652,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/03/2019
67241,652,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/10/2019
67244,652,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/31/2019
67245,652,Hotel K,Salvador (BH),2,263.41,526.82,11/07/2019
67246,652,Hotel K,Salvador (BH),2,263.41,526.82,11/14/2019
67248,652,Hotel AU,Recife (PE),1,312.83,312.83,11/28/2019
67250,652,Hotel K,Salvador (BH),2,263.41,526.82,12/12/2019
67252,652,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/26/2019
67254,652,Hotel K,Salvador (BH),4,263.41,1053.64,01/09/2020
67261,652,Hotel K,Salvador (BH),3,263.41,790.23,02/27/2020
67263,652,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/12/2020
67271,652,Hotel A,Florianopolis (SC),3,313.02,939.06,05/07/2020
67272,652,Hotel A,Florianopolis (SC),1,313.02,313.02,05/14/2020
67274,652,Hotel A,Florianopolis (SC),3,313.02,939.06,05/28/2020
67276,652,Hotel K,Salvador (BH),2,263.41,526.82,06/11/2020
67277,652,Hotel AU,Recife (PE),2,312.83,625.66,06/18/2020
67278,652,Hotel BP,Brasilia (DF),3,247.62,742.86,06/25/2020
67288,652,Hotel BD,Natal (RN),4,242.88,971.52,09/03/2020
67289,652,Hotel BD,Natal (RN),3,242.88,728.64,09/10/2020
67290,652,Hotel AU,Recife (PE),3,312.83,938.49,09/17/2020
67293,652,Hotel AU,Recife (PE),4,312.83,1251.32,10/08/2020
67302,652,Hotel Z,Aracaju (SE),4,208.04,832.16,12/10/2020
67306,652,Hotel BD,Natal (RN),2,242.88,485.76,01/07/2021
67311,652,Hotel Z,Aracaju (SE),4,208.04,832.16,02/11/2021
67317,652,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/25/2021
67321,652,Hotel A,Florianopolis (SC),1,313.02,313.02,04/22/2021
67322,652,Hotel Z,Aracaju (SE),2,208.04,416.08,04/29/2021
67324,652,Hotel Z,Aracaju (SE),2,208.04,416.08,05/13/2021
67325,652,Hotel A,Florianopolis (SC),3,313.02,939.06,05/20/2021
67330,652,Hotel BP,Brasilia (DF),4,247.62,990.48,06/24/2021
67331,652,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/01/2021
67334,652,Hotel AU,Recife (PE),1,312.83,312.83,07/22/2021
67337,652,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/12/2021
67339,652,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/26/2021
67341,652,Hotel AU,Recife (PE),1,312.83,312.83,09/09/2021
67342,652,Hotel AU,Recife (PE),1,312.83,312.83,09/16/2021
67344,652,Hotel AU,Recife (PE),3,312.83,938.49,09/30/2021
67346,652,Hotel BD,Natal (RN),3,242.88,728.64,10/14/2021
67347,652,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/21/2021
67348,652,Hotel K,Salvador (BH),3,263.41,790.23,10/28/2021
67356,652,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/23/2021
67358,652,Hotel A,Florianopolis (SC),3,313.02,939.06,01/06/2022
67359,652,Hotel BD,Natal (RN),4,242.88,971.52,01/13/2022
67361,652,Hotel K,Salvador (BH),3,263.41,790.23,01/27/2022
67363,652,Hotel A,Florianopolis (SC),1,313.02,313.02,02/10/2022
67370,652,Hotel BP,Brasilia (DF),2,247.62,495.24,03/31/2022
67373,652,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/21/2022
67383,652,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/30/2022
67384,652,Hotel BP,Brasilia (DF),3,247.62,742.86,07/07/2022
67388,652,Hotel BD,Natal (RN),4,242.88,971.52,08/04/2022
67389,652,Hotel K,Salvador (BH),2,263.41,526.82,08/11/2022
67391,652,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/25/2022
67394,652,Hotel A,Florianopolis (SC),2,313.02,626.04,09/15/2022
67401,652,Hotel AU,Recife (PE),3,312.83,938.49,11/03/2022
67410,652,Hotel A,Florianopolis (SC),1,313.02,313.02,01/05/2023
67414,653,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/03/2019
67420,653,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/14/2019
67421,653,Hotel Z,Aracaju (SE),2,208.04,416.08,11/21/2019
67422,653,Hotel K,Salvador (BH),2,263.41,526.82,11/28/2019
67425,653,Hotel BD,Natal (RN),2,242.88,485.76,12/19/2019
67430,653,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/23/2020
67435,653,Hotel AU,Recife (PE),4,312.83,1251.32,02/27/2020
67439,653,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020
67442,653,Hotel BP,Brasilia (DF),2,247.62,495.24,04/16/2020
67444,653,Hotel A,Florianopolis (SC),2,313.02,626.04,04/30/2020
67445,653,Hotel Z,Aracaju (SE),1,208.04,208.04,05/07/2020
67449,653,Hotel K,Salvador (BH),2,263.41,526.82,06/04/2020
67450,653,Hotel A,Florianopolis (SC),3,313.02,939.06,06/11/2020
67452,653,Hotel A,Florianopolis (SC),1,313.02,313.02,06/25/2020
67454,653,Hotel Z,Aracaju (SE),1,208.04,208.04,07/09/2020
67456,653,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/23/2020
67458,653,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/06/2020
67461,654,Hotel BD,Natal (RN),2,242.88,485.76,10/10/2019
67462,654,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/17/2019
67465,654,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/07/2019
67467,654,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/21/2019
67470,654,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/12/2019
67473,654,Hotel BD,Natal (RN),4,242.88,971.52,01/02/2020
67474,654,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/09/2020
67481,654,Hotel AU,Recife (PE),2,312.83,625.66,02/27/2020
67484,654,Hotel K,Salvador (BH),2,263.41,526.82,03/19/2020
67490,654,Hotel K,Salvador (BH),1,263.41,263.41,04/30/2020
67494,654,Hotel K,Salvador (BH),1,263.41,263.41,05/28/2020
67502,654,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/23/2020
67505,654,Hotel Z,Aracaju (SE),2,208.04,416.08,08/13/2020
67508,654,Hotel K,Salvador (BH),3,263.41,790.23,09/03/2020
67509,654,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/10/2020
67513,654,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/08/2020
67521,654,Hotel K,Salvador (BH),3,263.41,790.23,12/03/2020
67524,654,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/24/2020
67531,654,Hotel K,Salvador (BH),1,263.41,263.41,02/11/2021
67534,654,Hotel BD,Natal (RN),4,242.88,971.52,03/04/2021
67536,654,Hotel BD,Natal (RN),4,242.88,971.52,03/18/2021
67538,654,Hotel K,Salvador (BH),4,263.41,1053.64,04/01/2021
67542,654,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/29/2021
67546,654,Hotel BP,Brasilia (DF),2,247.62,495.24,05/27/2021
67547,654,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/03/2021
67551,654,Hotel BD,Natal (RN),3,242.88,728.64,07/01/2021
67554,654,Hotel BP,Brasilia (DF),4,247.62,990.48,07/22/2021
67556,655,Hotel BP,Brasilia (DF),3,247.62,742.86,10/03/2019
67563,655,Hotel K,Salvador (BH),2,263.41,526.82,11/21/2019
67564,655,Hotel BP,Brasilia (DF),1,247.62,247.62,11/28/2019
67567,655,Hotel A,Florianopolis (SC),1,313.02,313.02,12/19/2019
67568,655,Hotel BP,Brasilia (DF),3,247.62,742.86,12/26/2019
67573,655,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/30/2020
67574,655,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/06/2020
67575,655,Hotel AU,Recife (PE),2,312.83,625.66,02/13/2020
67581,655,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/26/2020
67585,655,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/23/2020
67587,655,Hotel K,Salvador (BH),1,263.41,263.41,05/07/2020
67588,655,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/14/2020
67592,655,Hotel BD,Natal (RN),1,242.88,242.88,06/11/2020
67597,655,Hotel BD,Natal (RN),2,242.88,485.76,07/16/2020
67603,655,Hotel K,Salvador (BH),4,263.41,1053.64,08/27/2020
67612,655,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/29/2020
67613,655,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/05/2020
67615,655,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/19/2020
67619,655,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/17/2020
67621,655,Hotel K,Salvador (BH),4,263.41,1053.64,12/31/2020
67622,655,Hotel AU,Recife (PE),2,312.83,625.66,01/07/2021
67623,655,Hotel BD,Natal (RN),2,242.88,485.76,01/14/2021
67632,655,Hotel BD,Natal (RN),3,242.88,728.64,03/18/2021
67633,655,Hotel Z,Aracaju (SE),1,208.04,208.04,03/25/2021
67636,655,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/15/2021
67639,655,Hotel BD,Natal (RN),2,242.88,485.76,05/06/2021
67640,655,Hotel A,Florianopolis (SC),2,313.02,626.04,05/13/2021
67643,655,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/03/2021
67645,655,Hotel A,Florianopolis (SC),2,313.02,626.04,06/17/2021
67646,655,Hotel BD,Natal (RN),3,242.88,728.64,06/24/2021
67647,655,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/01/2021
67654,655,Hotel BP,Brasilia (DF),3,247.62,742.86,08/19/2021
67657,655,Hotel K,Salvador (BH),1,263.41,263.41,09/09/2021
67658,655,Hotel AU,Recife (PE),2,312.83,625.66,09/16/2021
67661,655,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/07/2021
67663,655,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/21/2021
67664,655,Hotel Z,Aracaju (SE),4,208.04,832.16,10/28/2021
67666,655,Hotel BD,Natal (RN),4,242.88,971.52,11/11/2021
67667,655,Hotel Z,Aracaju (SE),1,208.04,208.04,11/18/2021
67671,655,Hotel BP,Brasilia (DF),1,247.62,247.62,12/16/2021
67672,656,Hotel BD,Natal (RN),3,242.88,728.64,09/26/2019
67676,656,Hotel BD,Natal (RN),3,242.88,728.64,10/24/2019
67678,656,Hotel K,Salvador (BH),2,263.41,526.82,11/07/2019
67683,656,Hotel A,Florianopolis (SC),1,313.02,313.02,12/12/2019
67688,656,Hotel K,Salvador (BH),2,263.41,526.82,01/16/2020
67690,656,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/30/2020
67692,656,Hotel Z,Aracaju (SE),1,208.04,208.04,02/13/2020
67697,656,Hotel BD,Natal (RN),2,242.88,485.76,03/19/2020
67699,656,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/02/2020
67704,656,Hotel AU,Recife (PE),1,312.83,312.83,05/07/2020
67707,656,Hotel BP,Brasilia (DF),1,247.62,247.62,05/28/2020
67711,656,Hotel A,Florianopolis (SC),2,313.02,626.04,06/25/2020
67714,656,Hotel A,Florianopolis (SC),1,313.02,313.02,07/16/2020
67719,656,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/20/2020
67721,656,Hotel K,Salvador (BH),4,263.41,1053.64,09/03/2020
67722,656,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/10/2020
67725,656,Hotel BP,Brasilia (DF),2,247.62,495.24,10/01/2020
67728,656,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/22/2020
67729,656,Hotel BP,Brasilia (DF),4,247.62,990.48,10/29/2020
67737,656,Hotel Z,Aracaju (SE),1,208.04,208.04,12/24/2020
67744,656,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/11/2021
67747,656,Hotel A,Florianopolis (SC),1,313.02,313.02,03/04/2021
67750,657,Hotel Z,Aracaju (SE),4,208.04,832.16,09/26/2019
67754,657,Hotel BD,Natal (RN),4,242.88,971.52,10/24/2019
67755,657,Hotel Z,Aracaju (SE),1,208.04,208.04,10/31/2019
67757,657,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/14/2019
67763,657,Hotel Z,Aracaju (SE),4,208.04,832.16,12/26/2019
67771,657,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/20/2020
67772,657,Hotel BP,Brasilia (DF),2,247.62,495.24,02/27/2020
67775,657,Hotel AU,Recife (PE),1,312.83,312.83,03/19/2020
67777,657,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/02/2020
67783,657,Hotel Z,Aracaju (SE),2,208.04,416.08,05/14/2020
67784,657,Hotel K,Salvador (BH),1,263.41,263.41,05/21/2020
67791,657,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/09/2020
67793,657,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/23/2020
67808,658,Hotel AU,Recife (PE),1,312.83,312.83,10/10/2019
67813,658,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019
67818,658,Hotel BD,Natal (RN),2,242.88,485.76,12/19/2019
67819,658,Hotel AU,Recife (PE),3,312.83,938.49,12/26/2019
67824,658,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/30/2020
67826,658,Hotel A,Florianopolis (SC),2,313.02,626.04,02/13/2020
67830,658,Hotel BP,Brasilia (DF),3,247.62,742.86,03/12/2020
67832,658,Hotel Z,Aracaju (SE),4,208.04,832.16,03/26/2020
67836,658,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/23/2020
67841,658,Hotel A,Florianopolis (SC),2,313.02,626.04,05/28/2020
67842,658,Hotel BP,Brasilia (DF),3,247.62,742.86,06/04/2020
67843,658,Hotel AU,Recife (PE),2,312.83,625.66,06/11/2020
67845,658,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/25/2020
67848,658,Hotel BP,Brasilia (DF),3,247.62,742.86,07/16/2020
67852,658,Hotel Z,Aracaju (SE),2,208.04,416.08,08/13/2020
67855,658,Hotel A,Florianopolis (SC),3,313.02,939.06,09/03/2020
67860,658,Hotel BD,Natal (RN),2,242.88,485.76,10/08/2020
67864,658,Hotel BD,Natal (RN),3,242.88,728.64,11/05/2020
67868,658,Hotel Z,Aracaju (SE),2,208.04,416.08,12/03/2020
67875,658,Hotel BP,Brasilia (DF),4,247.62,990.48,01/21/2021
67876,658,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/28/2021
67879,658,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/18/2021
67880,658,Hotel K,Salvador (BH),3,263.41,790.23,02/25/2021
67885,658,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/01/2021
67889,658,Hotel K,Salvador (BH),4,263.41,1053.64,04/29/2021
67891,658,Hotel BD,Natal (RN),3,242.88,728.64,05/13/2021
67893,658,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/27/2021
67894,658,Hotel BP,Brasilia (DF),2,247.62,495.24,06/03/2021
67896,658,Hotel BP,Brasilia (DF),1,247.62,247.62,06/17/2021
67897,658,Hotel A,Florianopolis (SC),2,313.02,626.04,06/24/2021
67901,658,Hotel BP,Brasilia (DF),3,247.62,742.86,07/22/2021
67902,658,Hotel A,Florianopolis (SC),1,313.02,313.02,07/29/2021
67903,658,Hotel BD,Natal (RN),4,242.88,971.52,08/05/2021
67906,658,Hotel AU,Recife (PE),3,312.83,938.49,08/26/2021
67908,659,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/03/2019
67910,659,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/17/2019
67911,659,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/24/2019
67916,659,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/28/2019
67923,659,Hotel AU,Recife (PE),2,312.83,625.66,01/16/2020
67928,659,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/20/2020
67929,659,Hotel K,Salvador (BH),3,263.41,790.23,02/27/2020
67931,659,Hotel BD,Natal (RN),4,242.88,971.52,03/12/2020
67933,659,Hotel K,Salvador (BH),1,263.41,263.41,03/26/2020
67935,659,Hotel A,Florianopolis (SC),1,313.02,313.02,04/09/2020
67937,659,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/23/2020
67938,659,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/30/2020
67939,659,Hotel K,Salvador (BH),3,263.41,790.23,05/07/2020
67940,659,Hotel K,Salvador (BH),2,263.41,526.82,05/14/2020
67947,659,Hotel BD,Natal (RN),4,242.88,971.52,07/02/2020
67948,659,Hotel BP,Brasilia (DF),4,247.62,990.48,07/09/2020
67949,659,Hotel A,Florianopolis (SC),3,313.02,939.06,07/16/2020
67956,659,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/03/2020
67960,659,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/01/2020
67961,659,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/08/2020
67970,659,Hotel BP,Brasilia (DF),1,247.62,247.62,12/10/2020
67978,659,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/04/2021
67984,659,Hotel A,Florianopolis (SC),1,313.02,313.02,03/18/2021
67986,659,Hotel Z,Aracaju (SE),2,208.04,416.08,04/01/2021
67991,659,Hotel BP,Brasilia (DF),3,247.62,742.86,05/06/2021
67992,659,Hotel A,Florianopolis (SC),3,313.02,939.06,05/13/2021
67995,659,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/03/2021
67996,659,Hotel A,Florianopolis (SC),1,313.02,313.02,06/10/2021
67998,659,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021
68006,659,Hotel BD,Natal (RN),2,242.88,485.76,08/19/2021
68008,659,Hotel BP,Brasilia (DF),1,247.62,247.62,09/02/2021
68018,659,Hotel A,Florianopolis (SC),1,313.02,313.02,11/11/2021
68019,659,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/18/2021
68020,659,Hotel K,Salvador (BH),1,263.41,263.41,11/25/2021
68022,659,Hotel K,Salvador (BH),1,263.41,263.41,12/09/2021
68027,659,Hotel Z,Aracaju (SE),4,208.04,832.16,01/13/2022
68033,659,Hotel A,Florianopolis (SC),3,313.02,939.06,02/24/2022
68041,659,Hotel Z,Aracaju (SE),1,208.04,208.04,04/21/2022
68043,659,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/05/2022
68052,659,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/07/2022
68055,659,Hotel A,Florianopolis (SC),3,313.02,939.06,07/28/2022
68064,659,Hotel A,Florianopolis (SC),2,313.02,626.04,09/29/2022
68068,659,Hotel Z,Aracaju (SE),2,208.04,416.08,10/27/2022
68070,659,Hotel K,Salvador (BH),4,263.41,1053.64,11/10/2022
68078,659,Hotel K,Salvador (BH),3,263.41,790.23,01/05/2023
68082,660,Hotel BP,Brasilia (DF),4,247.62,990.48,10/10/2019
68088,660,Hotel A,Florianopolis (SC),2,313.02,626.04,11/21/2019
68089,660,Hotel A,Florianopolis (SC),2,313.02,626.04,11/28/2019
68091,660,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/12/2019
68092,660,Hotel A,Florianopolis (SC),3,313.02,939.06,12/19/2019
68098,660,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/30/2020
68099,660,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/06/2020
68100,660,Hotel BP,Brasilia (DF),3,247.62,742.86,02/13/2020
68101,660,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/20/2020
68104,660,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/12/2020
68110,660,Hotel BD,Natal (RN),4,242.88,971.52,04/23/2020
68114,660,Hotel BP,Brasilia (DF),2,247.62,495.24,05/21/2020
68118,660,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/18/2020
68122,660,Hotel K,Salvador (BH),4,263.41,1053.64,07/16/2020
68123,660,Hotel K,Salvador (BH),4,263.41,1053.64,07/23/2020
