travelCode,userCode,name,place,days,price,total,date
33475,322,Hotel BD,Natal (RN),4,242.88,971.52,07/08/2021
33479,322,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/05/2021
33481,322,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/19/2021
33483,322,Hotel A,Florianopolis (SC),1,313.02,313.02,09/02/2021
33485,322,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/16/2021
33497,322,Hotel BP,Brasilia (DF),1,247.62,247.62,12/09/2021
33498,322,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/16/2021
33503,322,Hotel AU,Recife (PE),1,312.83,312.83,01/20/2022
33505,322,Hotel AU,Recife (PE),4,312.83,1251.32,02/03/2022
33506,322,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/10/2022
33507,322,Hotel Z,Aracaju (SE),3,208.04,624.12,02/17/2022
33509,322,Hotel BP,Brasilia (DF),2,247.62,495.24,03/03/2022
33510,322,Hotel K,Salvador (BH),2,263.41,526.82,03/10/2022
33511,322,Hotel K,Salvador (BH),3,263.41,790.23,03/17/2022
33513,322,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/31/2022
33516,322,Hotel K,Salvador (BH),1,263.41,263.41,04/21/2022
33521,322,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/26/2022
33528,322,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/14/2022
33534,322,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/25/2022
33535,322,Hotel K,Salvador (BH),4,263.41,1053.64,09/01/2022
33537,322,Hotel AU,Recife (PE),4,312.83,1251.32,09/15/2022
33543,322,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/27/2022
33545,322,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/10/2022
33560,322,Hotel BP,Brasilia (DF),2,247.62,495.24,02/23/2023
33564,322,Hotel Z,Aracaju (SE),1,208.04,208.04,03/23/2023
33566,322,Hotel Z,Aracaju (SE),4,208.04,832.16,04/06/2023
33573,322,Hotel BW,Campo Grande (MS),4,60.39,241.56,05/25/2023
33575,322,Hotel Z,Aracaju (SE),1,208.04,208.04,06/08/2023
33577,322,Hotel A,Florianopolis (SC),3,313.02,939.06,06/22/2023
33578,322,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/29/2023
33585,323,Hotel A,Florianopolis (SC),3,313.02,939.06,10/17/2019
33587,323,Hotel A,Florianopolis (SC),1,313.02,313.02,10/31/2019
33589,323,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/14/2019
33597,323,Hotel BD,Natal (RN),2,242.88,485.76,01/09/2020
33598,323,Hotel AU,Recife (PE),3,312.83,938.49,01/16/2020
33599,323,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/23/2020
33603,323,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/20/2020
33604,323,Hotel BD,Natal (RN),1,242.88,242.88,02/27/2020
33612,323,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/23/2020
33613,323,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/30/2020
33622,323,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/02/2020
33631,323,Hotel BD,Natal (RN),1,242.88,242.88,09/03/2020
33635,323,Hotel AU,Recife (PE),1,312.83,312.83,10/01/2020
33638,323,Hotel BP,Brasilia (DF),3,247.62,742.86,10/22/2020
33639,323,Hotel AU,Recife (PE),3,312.83,938.49,10/29/2020
33640,323,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/05/2020
33646,323,Hotel AU,Recife (PE),1,312.83,312.83,12/17/2020
33647,323,Hotel AU,Recife (PE),1,312.83,312.83,12/24/2020
33649,323,Hotel A,Florianopolis (SC),2,313.02,626.04,01/07/2021
33650,323,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/14/2021
33653,323,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/04/2021
33658,323,Hotel A,Florianopolis (SC),1,313.02,313.02,03/11/2021
33659,323,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/18/2021
33661,323,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/01/2021
33664,323,Hotel BD,Natal (RN),4,242.88,971.52,04/22/2021
33667,323,Hotel BP,Brasilia (DF),2,247.62,495.24,05/13/2021
33671,323,Hotel BD,Natal (RN),3,242.88,728.64,06/10/2021
33690,323,Hotel BD,Natal (RN),3,242.88,728.64,10/21/2021
33693,323,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/11/2021
33695,323,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/25/2021
33696,323,Hotel AU,Recife (PE),2,312.83,625.66,12/02/2021
33697,323,Hotel BP,Brasilia (DF),4,247.62,990.48,12/09/2021
33700,323,Hotel K,Salvador (BH),2,263.41,526.82,12/30/2021
33701,323,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/06/2022
33702,323,Hotel A,Florianopolis (SC),2,313.02,626.04,01/13/2022
33703,323,Hotel K,Salvador (BH),4,263.41,1053.64,01/20/2022
33704,323,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/27/2022
33707,323,Hotel AU,Recife (PE),4,312.83,1251.32,02/17/2022
33709,323,Hotel BD,Natal (RN),1,242.88,242.88,03/03/2022
33710,323,Hotel A,Florianopolis (SC),3,313.02,939.06,03/10/2022
33713,323,Hotel K,Salvador (BH),4,263.41,1053.64,03/31/2022
33714,323,Hotel BD,Natal (RN),4,242.88,971.52,04/07/2022
33717,323,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/28/2022
33718,323,Hotel BD,Natal (RN),4,242.88,971.52,05/05/2022
33719,323,Hotel A,Florianopolis (SC),1,313.02,313.02,05/12/2022
33723,323,Hotel BP,Brasilia (DF),3,247.62,742.86,06/09/2022
33730,323,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/28/2022
33734,323,Hotel BD,Natal (RN),1,242.88,242.88,08/25/2022
33737,323,Hotel A,Florianopolis (SC),1,313.02,313.02,09/15/2022
33744,323,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/03/2022
33746,323,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/17/2022
33754,324,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/07/2019
33764,324,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/16/2020
33766,324,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/30/2020
33770,324,Hotel BP,Brasilia (DF),3,247.62,742.86,02/27/2020
33771,324,Hotel Z,Aracaju (SE),3,208.04,624.12,03/05/2020
33772,324,Hotel Z,Aracaju (SE),3,208.04,624.12,03/12/2020
33774,324,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/26/2020
33781,324,Hotel Z,Aracaju (SE),4,208.04,832.16,05/14/2020
33788,324,Hotel AU,Recife (PE),3,312.83,938.49,07/02/2020
33793,324,Hotel K,Salvador (BH),3,263.41,790.23,08/06/2020
33794,324,Hotel Z,Aracaju (SE),1,208.04,208.04,08/13/2020
33796,324,Hotel Z,Aracaju (SE),2,208.04,416.08,08/27/2020
33800,325,Hotel A,Florianopolis (SC),1,313.02,313.02,09/26/2019
33807,325,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019
33809,325,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/28/2019
33811,325,Hotel BP,Brasilia (DF),2,247.62,495.24,12/12/2019
33813,325,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019
33815,325,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/09/2020
33817,325,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/23/2020
33818,325,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/30/2020
33819,325,Hotel Z,Aracaju (SE),2,208.04,416.08,02/06/2020
33825,325,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/19/2020
33827,325,Hotel K,Salvador (BH),4,263.41,1053.64,04/02/2020
33840,325,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/02/2020
33845,325,Hotel K,Salvador (BH),4,263.41,1053.64,08/06/2020
33849,325,Hotel AU,Recife (PE),4,312.83,1251.32,09/03/2020
33851,325,Hotel K,Salvador (BH),4,263.41,1053.64,09/17/2020
33852,325,Hotel BP,Brasilia (DF),4,247.62,990.48,09/24/2020
33859,325,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/12/2020
33865,325,Hotel K,Salvador (BH),4,263.41,1053.64,12/24/2020
33867,325,Hotel K,Salvador (BH),1,263.41,263.41,01/07/2021
33869,325,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/21/2021
33870,325,Hotel BP,Brasilia (DF),2,247.62,495.24,01/28/2021
33877,325,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/18/2021
33878,325,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/25/2021
33882,325,Hotel A,Florianopolis (SC),2,313.02,626.04,04/22/2021
33889,325,Hotel A,Florianopolis (SC),2,313.02,626.04,06/10/2021
33895,325,Hotel K,Salvador (BH),4,263.41,1053.64,07/22/2021
33902,325,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/09/2021
33905,325,Hotel Z,Aracaju (SE),3,208.04,624.12,09/30/2021
33906,325,Hotel BD,Natal (RN),1,242.88,242.88,10/07/2021
33911,325,Hotel K,Salvador (BH),1,263.41,263.41,11/11/2021
33912,325,Hotel K,Salvador (BH),1,263.41,263.41,11/18/2021
33916,325,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/16/2021
33925,325,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/17/2022
33930,325,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/24/2022
33931,325,Hotel AU,Recife (PE),3,312.83,938.49,03/31/2022
33934,325,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/21/2022
33935,325,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/28/2022
33936,325,Hotel K,Salvador (BH),3,263.41,790.23,05/05/2022
33945,325,Hotel Z,Aracaju (SE),2,208.04,416.08,07/07/2022
33948,325,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/28/2022
33957,325,Hotel AU,Recife (PE),2,312.83,625.66,09/29/2022
33970,326,Hotel BP,Brasilia (DF),2,247.62,495.24,10/24/2019
33978,326,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/19/2019
33981,326,Hotel A,Florianopolis (SC),2,313.02,626.04,01/09/2020
33982,326,Hotel BD,Natal (RN),1,242.88,242.88,01/16/2020
33994,326,Hotel K,Salvador (BH),2,263.41,526.82,04/09/2020
33996,326,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/23/2020
33997,326,Hotel BD,Natal (RN),4,242.88,971.52,04/30/2020
33999,326,Hotel BP,Brasilia (DF),1,247.62,247.62,05/14/2020
34000,326,Hotel K,Salvador (BH),4,263.41,1053.64,05/21/2020
34003,326,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/11/2020
34004,326,Hotel BP,Brasilia (DF),4,247.62,990.48,06/18/2020
34005,326,Hotel BD,Natal (RN),3,242.88,728.64,06/25/2020
34011,326,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/06/2020
34012,326,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020
34013,326,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/20/2020
34015,326,Hotel Z,Aracaju (SE),1,208.04,208.04,09/03/2020
34020,326,Hotel A,Florianopolis (SC),3,313.02,939.06,10/08/2020
34022,326,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/22/2020
34025,326,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/12/2020
34030,326,Hotel AU,Recife (PE),2,312.83,625.66,12/17/2020
34033,326,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/07/2021
34034,326,Hotel A,Florianopolis (SC),1,313.02,313.02,01/14/2021
34038,326,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/11/2021
34040,326,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/25/2021
34047,326,Hotel A,Florianopolis (SC),3,313.02,939.06,04/15/2021
34048,326,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/22/2021
34055,326,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/10/2021
34058,326,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/01/2021
34062,326,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/29/2021
34063,326,Hotel BW,Campo Grande (MS),1,60.39,60.39,08/05/2021
34072,326,Hotel AU,Recife (PE),1,312.83,312.83,10/07/2021
34074,326,Hotel A,Florianopolis (SC),3,313.02,939.06,10/21/2021
34083,326,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/23/2021
34094,326,Hotel A,Florianopolis (SC),2,313.02,626.04,03/10/2022
34095,326,Hotel AU,Recife (PE),3,312.83,938.49,03/17/2022
34096,326,Hotel K,Salvador (BH),3,263.41,790.23,03/24/2022
34097,326,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/31/2022
34099,326,Hotel A,Florianopolis (SC),1,313.02,313.02,04/14/2022
34100,326,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/21/2022
34101,326,Hotel AU,Recife (PE),4,312.83,1251.32,04/28/2022
34103,326,Hotel A,Florianopolis (SC),3,313.02,939.06,05/12/2022
34105,326,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/26/2022
34113,326,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/21/2022
34118,326,Hotel Z,Aracaju (SE),2,208.04,416.08,08/25/2022
34119,326,Hotel BP,Brasilia (DF),3,247.62,742.86,09/01/2022
34123,326,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/29/2022
34126,326,Hotel BP,Brasilia (DF),1,247.62,247.62,10/20/2022
34128,326,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/03/2022
34130,326,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/17/2022
34131,326,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/24/2022
34142,326,Hotel BD,Natal (RN),2,242.88,485.76,02/09/2023
34143,326,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/16/2023
34147,326,Hotel BD,Natal (RN),3,242.88,728.64,03/16/2023
34149,326,Hotel K,Salvador (BH),4,263.41,1053.64,03/30/2023
34151,326,Hotel A,Florianopolis (SC),2,313.02,626.04,04/13/2023
34167,327,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/28/2019
34169,327,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/12/2019
34171,327,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/26/2019
34173,327,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/09/2020
34177,327,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/06/2020
34178,327,Hotel BP,Brasilia (DF),3,247.62,742.86,02/13/2020
34185,327,Hotel Z,Aracaju (SE),3,208.04,624.12,04/02/2020
34187,327,Hotel Z,Aracaju (SE),4,208.04,832.16,04/16/2020
34188,327,Hotel K,Salvador (BH),3,263.41,790.23,04/23/2020
34194,327,Hotel Z,Aracaju (SE),3,208.04,624.12,06/04/2020
34195,327,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/11/2020
34197,327,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/25/2020
34200,327,Hotel BD,Natal (RN),1,242.88,242.88,07/16/2020
34201,327,Hotel BP,Brasilia (DF),4,247.62,990.48,07/23/2020
34204,327,Hotel AU,Recife (PE),2,312.83,625.66,08/13/2020
34205,327,Hotel A,Florianopolis (SC),3,313.02,939.06,08/20/2020
34210,327,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/24/2020
34213,327,Hotel BD,Natal (RN),2,242.88,485.76,10/15/2020
34214,327,Hotel Z,Aracaju (SE),4,208.04,832.16,10/22/2020
34215,328,Hotel BD,Natal (RN),3,242.88,728.64,09/26/2019
34216,328,Hotel BP,Brasilia (DF),3,247.62,742.86,10/03/2019
34217,328,Hotel BD,Natal (RN),3,242.88,728.64,10/10/2019
34221,328,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/07/2019
34224,328,Hotel BD,Natal (RN),2,242.88,485.76,11/28/2019
34229,328,Hotel AU,Recife (PE),4,312.83,1251.32,01/02/2020
34231,328,Hotel A,Florianopolis (SC),2,313.02,626.04,01/16/2020
34235,328,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/13/2020
34239,328,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/12/2020
34244,328,Hotel A,Florianopolis (SC),1,313.02,313.02,04/16/2020
34247,328,Hotel K,Salvador (BH),4,263.41,1053.64,05/07/2020
34249,328,Hotel Z,Aracaju (SE),3,208.04,624.12,05/21/2020
34250,328,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/28/2020
34251,328,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/04/2020
34253,328,Hotel BP,Brasilia (DF),3,247.62,742.86,06/18/2020
34254,328,Hotel BD,Natal (RN),4,242.88,971.52,06/25/2020
34255,328,Hotel AU,Recife (PE),2,312.83,625.66,07/02/2020
34256,328,Hotel BD,Natal (RN),4,242.88,971.52,07/09/2020
34259,328,Hotel Z,Aracaju (SE),2,208.04,416.08,07/30/2020
34262,328,Hotel K,Salvador (BH),4,263.41,1053.64,08/20/2020
34267,328,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/24/2020
34270,328,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/15/2020
34274,328,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/12/2020
34277,328,Hotel BP,Brasilia (DF),3,247.62,742.86,12/03/2020
34278,328,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/10/2020
34279,328,Hotel K,Salvador (BH),2,263.41,526.82,12/17/2020
34284,328,Hotel BP,Brasilia (DF),1,247.62,247.62,01/21/2021
34285,328,Hotel BP,Brasilia (DF),3,247.62,742.86,01/28/2021
34293,328,Hotel A,Florianopolis (SC),2,313.02,626.04,03/25/2021
34296,328,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/15/2021
34302,328,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/27/2021
34304,328,Hotel BP,Brasilia (DF),3,247.62,742.86,06/10/2021
34305,328,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/17/2021
34306,328,Hotel K,Salvador (BH),3,263.41,790.23,06/24/2021
34307,328,Hotel K,Salvador (BH),4,263.41,1053.64,07/01/2021
34308,328,Hotel A,Florianopolis (SC),2,313.02,626.04,07/08/2021
34313,328,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/12/2021
34321,328,Hotel K,Salvador (BH),4,263.41,1053.64,10/07/2021
34328,328,Hotel AU,Recife (PE),2,312.83,625.66,11/25/2021
34334,328,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/06/2022
34335,328,Hotel BD,Natal (RN),1,242.88,242.88,01/13/2022
34338,328,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/03/2022
34339,328,Hotel K,Salvador (BH),4,263.41,1053.64,02/10/2022
34345,328,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/24/2022
34346,328,Hotel A,Florianopolis (SC),1,313.02,313.02,03/31/2022
34347,328,Hotel A,Florianopolis (SC),2,313.02,626.04,04/07/2022
34350,328,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/28/2022
34354,328,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/26/2022
34355,328,Hotel Z,Aracaju (SE),1,208.04,208.04,06/02/2022
34360,328,Hotel A,Florianopolis (SC),1,313.02,313.02,07/07/2022
34361,328,Hotel BP,Brasilia (DF),3,247.62,742.86,07/14/2022
34367,329,Hotel BD,Natal (RN),1,242.88,242.88,10/10/2019
34368,329,Hotel BP,Brasilia (DF),3,247.62,742.86,10/17/2019
34370,329,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/31/2019
34384,329,Hotel AU,Recife (PE),1,312.83,312.83,02/06/2020
34388,329,Hotel BP,Brasilia (DF),4,247.62,990.48,03/05/2020
34391,329,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/26/2020
34392,329,Hotel AU,Recife (PE),1,312.83,312.83,04/02/2020
34395,329,Hotel AU,Recife (PE),4,312.83,1251.32,04/23/2020
34396,329,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/30/2020
34397,329,Hotel BD,Natal (RN),2,242.88,485.76,05/07/2020
34401,329,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/04/2020
34410,329,Hotel BP,Brasilia (DF),4,247.62,990.48,08/06/2020
34411,329,Hotel BD,Natal (RN),4,242.88,971.52,08/13/2020
34413,329,Hotel A,Florianopolis (SC),3,313.02,939.06,08/27/2020
34415,329,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/10/2020
34421,329,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/22/2020
34423,329,Hotel K,Salvador (BH),1,263.41,263.41,11/05/2020
34425,329,Hotel Z,Aracaju (SE),3,208.04,624.12,11/19/2020
34431,329,Hotel K,Salvador (BH),3,263.41,790.23,12/31/2020
34432,329,Hotel BD,Natal (RN),1,242.88,242.88,01/07/2021
34433,329,Hotel A,Florianopolis (SC),3,313.02,939.06,01/14/2021
34439,329,Hotel A,Florianopolis (SC),2,313.02,626.04,02/25/2021
34445,329,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/08/2021
34449,329,Hotel BW,Campo Grande (MS),4,60.39,241.56,05/06/2021
34451,329,Hotel AU,Recife (PE),3,312.83,938.49,05/20/2021
34454,329,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/10/2021
